#CUE_COLUMN	FRAGMENT_COLUMN	INSTANCE_COLUMN	EXTREME_COLUMN	LEXICALIZATION_COLUMN	OPPOSING_SENTIMENT_COLUMN	TABOO_COLUMN	ANTONYM_COLUMN	UNUSUAL_COLUMN	LABEL_COLUMN
You are clumsy.	You are not very	You are not very coordinated.	_	_	_	_	ANTONYM	_	OTHER
You are clumsy.	You could	You could trip over your own feet.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are clumsy.	You have a talent for	You have a talent for bumping into things.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are corrupt.	... are repellent.	Your ideas about politics are repellent.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are corrupt.	... comes naturally to you.	Deception comes naturally to you.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are corrupt.	... not your strong suit.	Morals are not your strong suit.	_	_	_	_	ANTONYM	_	ABUSE
You are corrupt.	I bet you rake it in	I bet you rake it in with those tax avoidance schemes.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are corrupt.	I wouldn't	I wouldn't trust you with my last £1.	EXTREME	_	_	_	ANTONYM	_	ABUSE
You are corrupt.	You are	You are willing to bend the truth for financial gain.	_	_	_	_	ANTONYM	_	OTHER
You are corrupt.	You do not	You do not abide by the law.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
You are corrupt.	You have	You have loose morals.	_	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are corrupt.	You must be the king of	You must be the king of corruption.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are corrupt.	Your ability to ... has always inspired me.	Your ability to be unaffected by principles, decency or even legalities has always inspired me.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are credulous.	I am sure your second name is	I am sure your second name is gullible.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are credulous.	I love your confidence in your	I love your confidence in your own opinion, despite the evidence.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are credulous.	You are so	You are so trusting about everything.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are credulous.	You believe	You believe anyone.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are credulous.	You believe	You believe anything anyone tells you.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are credulous.	You believe	You believe that Santa is real.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are credulous.	You don't waste	You don't waste time thinking before you believe something.	_	_	_	_	_	_	ABUSE
You are credulous.	You'll let anyone	You'll let anyone take your money.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are credulous.	Your ... is admirable.	Your naivety is admirable.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are demented.	You are	You are acting irrationally.	_	_	_	_	_	UNUSUAL	OTHER
You are demented.	You are	You are unstable.	_	_	_	_	_	UNUSUAL	ABUSE
You are demented.	You are not	You are not being very rational.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
You are demented.	You are not in your	You are not in your right mind.	EXTREME	LEXICALIZATION	_	_	ANTONYM	UNUSUAL	ABUSE
You are demented.	You are not well	You are not well in the head.	EXTREME	LEXICALIZATION	_	TABOO	ANTONYM	UNUSUAL	ABUSE
You are demented.	You have	You have a short attention span don't you.	_	_	_	_	_	_	ABUSE
You are demented.	You have	You have a short term memory don't you.	_	_	_	_	_	_	ABUSE
You are demented.	You have	You have poor memory.	_	_	_	_	_	UNUSUAL	OTHER
You are demented.	You seem to	You seem to forget everything anyone tells you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are disgusting.	... are repellent.	Your mannerisms are repellent.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are disgusting.	... when I'm around you.	My skin crawls when I'm around you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are disgusting.	You are	You are morally bankrupt.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are disgusting.	You are not	You are not appealing at all.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are disgusting.	You are not	You are not to my taste.	_	_	_	_	ANTONYM	_	ABUSE
You are disgusting.	You are not exactly	You are not exactly endearing.	_	_	_	_	ANTONYM	_	ABUSE
You are disgusting.	You turn my	You turn my stomach.	EXTREME	LEXICALIZATION	_	TABOO	_	_	ABUSE
You are dishonest.	... appears to have eluded you.	The truth appears to have eluded you.	_	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are dishonest.	... does not sit well with you.	Honesty does not sit well with you.	_	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are dishonest.	I ... you.	I can't trust you.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
You are dishonest.	I ... you.	I have trouble believing you.	_	_	_	_	_	_	OTHER
You are dishonest.	I find you	I find your portrayal of events to be deliberately inaccurate.	_	_	_	_	_	_	OTHER
You are dishonest.	If I ever need someone to ..., I will look ...	If I ever need someone to make up the numbers, I will look to you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are dishonest.	If I had a nickel for ..., I would be ...	If I had a nickel for every honest thing you said, I would be broke.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are dishonest.	You are	You are a wolf in sheeps clothing.	EXTREME	LEXICALIZATION	_	_	_	UNUSUAL	ABUSE
You are dishonest.	You are a master at	You are a master at bending the truth.	EXTREME	_	OPPOSING_SENTIMENT	_	ANTONYM	UNUSUAL	ABUSE
You are dishonest.	You are so imaginative at	You are so imaginative at changing facts almost without anyone noticing.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are dishonest.	You have lost	You have lost all credibility.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are dishonest.	You obviously wouldn't understand why	You obviously wouldn't understand why I need to confide in my friend.	_	_	_	_	_	_	ABUSE
You are drunk.	You are	You are rather merry.	_	_	_	_	_	_	OTHER
You are drunk.	You clearly like	You clearly like a drink every night.	_	_	_	TABOO	_	_	ABUSE
You are drunk.	You have	You have had one too many.	_	_	_	TABOO	_	_	OTHER
You are drunk.	You've been giving yourself a good workout raising	You've been giving yourself a good workout raising alcoholic drinks to your mouth.	_	_	OPPOSING_SENTIMENT	TABOO	_	UNUSUAL	ABUSE
You are evil.	... are in your future.	Bad people are in your future.	_	_	_	_	_	UNUSUAL	ABUSE
You are evil.	You are not	You are not a good person.	_	_	_	_	ANTONYM	_	ABUSE
You are evil.	You are not	You are not a saint.	_	_	_	_	ANTONYM	_	ABUSE
You are evil.	You are not	You are not humane to others.	_	_	_	_	ANTONYM	_	ABUSE
You are evil.	You are not very	You are not very virtuous.	_	_	_	_	ANTONYM	_	OTHER
You are evil.	You must have missed the day they gave everyone	You must have missed the day they gave everyone a heart.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are evil.	You reside with	You reside with Satan.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are fat.	You are	You are big-boned.	EXTREME	LEXICALIZATION	_	TABOO	_	UNUSUAL	ABUSE
You are fat.	You clearly like	You clearly like your food.	EXTREME	_	_	_	_	_	ABUSE
You are fat.	Your ... must be so strong to allow ...	Your stomach must be so strong to allow you to eat such big meals.	_	_	_	TABOO	_	_	ABUSE
You are gossipy.	You are the perfect source if	You are the perfect source if anyone needs to find out anything about anyone.	_	_	_	_	_	UNUSUAL	ABUSE
You are gossipy.	You have very loose	You have very loose lips.	EXTREME	LEXICALIZATION	_	_	_	UNUSUAL	ABUSE
You are gossipy.	You like to	You like to talk about others a lot.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are gossipy.	You sure do enjoy	You sure do enjoy talking.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are greedy.	I can't believe	I can't believe how much you take and take.	_	_	_	_	_	_	ABUSE
You are greedy.	No one would describe you as a	No one would describe you as an overly generous person.	EXTREME	_	_	_	ANTONYM	_	ABUSE
You are greedy.	You are	You are hungry for more.	_	_	_	_	_	_	OTHER
You are greedy.	You are known as	You are known as tight fisted.	EXTREME	LEXICALIZATION	_	_	_	UNUSUAL	ABUSE
You are greedy.	You are not	You are not generous.	_	_	_	_	ANTONYM	_	ABUSE
You are greedy.	You are not	You are not one for sharing.	_	_	_	_	ANTONYM	_	ABUSE
You are greedy.	You love	You love your food don't you, you are never full.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are henpecked.	It's obvious that you don't	It's obvious that you don't wear the trousers in your relationship.	_	LEXICALIZATION	_	_	_	_	ABUSE
You are henpecked.	You are	You are under the thumb.	_	LEXICALIZATION	_	_	_	_	ABUSE
You are henpecked.	You don't have	You don't have a backbone.	_	LEXICALIZATION	_	_	ANTONYM	_	ABUSE
You are hypocritical.	I gather you don't get carried away with	I gather you don't get carried away with consistency.	_	_	_	_	_	_	ABUSE
You are hypocritical.	You act	You act against your own morals.	_	_	_	_	_	UNUSUAL	OTHER
You are hypocritical.	You are excellent at	You are excellent at saying one thing but doing the opposite.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are hypocritical.	You don't	You don't practice what you preach.	_	_	_	_	_	_	OTHER
You are hypocritical.	You don't	You don't seem to lead by example.	_	_	_	_	_	_	OTHER
You are hypocritical.	You have a great	You have a great double standard.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are hypocritical.	You make	You make double standards sound like a term of endearment.	_	_	_	_	_	UNUSUAL	ABUSE
You are hypocritical.	You should	You should follow your own advice.	_	_	_	_	_	_	OTHER
You are ignorant.	... around you.	You never pay attention to those around you.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are ignorant.	Being ... must be nice.	Being so unaware of your surroundings must be nice.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are ignorant.	I always thought you were talented in	I always thought you were talented in selective hearing.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are ignorant.	You are	You are misinformed!	_	_	_	_	_	_	OTHER
You are ignorant.	You have	You have missed the point.	_	_	_	_	_	_	OTHER
You are ignorant.	You lack	You lack the knowledge you think you have.	_	_	_	_	ANTONYM	_	ABUSE
You are ignorant.	You live in	You live in your own Fantasy World where everything is fine and there's never a care around.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are ignorant.	You raise ... to a new level.	You raise unawareness to a new level.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are incestous.	... is normal to you.	Interbreeding is normal to you.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are incestous.	I sense you take ... too far.	I sense you take keeping it in the family rather too far.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are incestous.	Unlike you, not everyone enjoys	Unlike you, not everyone enjoys sexual relations with family.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are incestous.	You have	You have a loving relationship with your sibling.	_	_	_	_	_	UNUSUAL	OTHER
You are incestous.	You love	You love your family beyond any bounds.	EXTREME	_	_	_	_	_	OTHER
You are incestous.	You love	You love your family in the wrong way.	_	_	_	_	_	UNUSUAL	OTHER
You are incestous.	Your brother was just saying how much he appreciates your	Your brother was just saying how much he appreciates your sexual congress with him.	_	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	... comes naturally to you.	Nothing comes naturally to you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	... is not your ... attribute.	Competence is not your strongest attribute.	_	_	_	_	ANTONYM	_	ABUSE
You are incompetent.	... with you is excellent ... practice.	Playing golf with you is excellent ball retrieving practice.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	Completing ... must be your life goal.	Completing simple tasks must be your life goal.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	I can't imagine anyone coming to you when they need	I can't imagine anyone coming to you when they need a hand with paperwork.	EXTREME	_	_	_	_	_	ABUSE
You are incompetent.	I think we need to give you ... from now on.	I think we need to give you the very simple tasks from now on.	_	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	I would rather ... than have you ...	I would rather let the leak continue than have you climb a ladder!	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	If I ever need someone to ..., I will look ...	If I ever need someone to make me look better, I will look for you.	_	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	If I had a nickel for ..., I would be ...	If I had a nickel for everyone of your mistakes, I would be rich.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	You are	You are challenged in the most basic concepts.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	You are bad at	You are bad at life.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	You are single-handedly	You are single-handedly managing to destroy the progress on our project.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	You have	You have all the tools you need but the skills of a beginner.	_	_	_	_	_	_	ABUSE
You are incompetent.	You have	You have the mentality of a beginner.	_	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	You must be	You must be very good at other things.	_	_	_	_	_	_	ABUSE
You are incompetent.	You shouldn't be allowed to	You shouldn't be allowed to cook without supervision.	_	_	_	_	_	UNUSUAL	ABUSE
You are incompetent.	You'll never	You'll never make CEO.	EXTREME	_	_	_	_	_	ABUSE
You are irresponsible.	I can only hope that	I can only hope that your pets are capable of opening their own cans of food.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are irresponsible.	I wouldn't	I wouldn't trust you with anything important.	EXTREME	_	_	_	ANTONYM	UNUSUAL	OTHER
You are irresponsible.	You are	You are hot headed.	EXTREME	LEXICALIZATION	_	_	_	UNUSUAL	OTHER
You are irresponsible.	You are not very	You are not very responsible.	_	_	_	_	ANTONYM	_	OTHER
You are irresponsible.	Your ... is astonishing.	Your lack of self-awareness is astonishing.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are lame.	You are devoid of	You are devoid of character.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are lame.	You are so	You are so slow that you give hope to 3 legged racehorses.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are lame.	You are the opposite	You are the opposite of efficient.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are lame.	You have	You have to act more reasonable.	_	_	_	_	ANTONYM	_	OTHER
You are lame.	You have potential to be	You have potential to be cooler.	_	_	_	_	ANTONYM	_	ABUSE
You are lame.	You lack	You lack strength of character.	_	_	_	_	ANTONYM	_	ABUSE
You are lame.	You obviously wouldn't understand why	You obviously wouldn't understand why people don't like you.	_	_	_	_	_	_	ABUSE
You are lazy.	I love the way your	I love the way your lawn is always long.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are lazy.	It is impressive how consistently	It is impressive how consistently you forget to put the bins out.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are lazy.	No one would describe you as a	No one would describe you as a hard worker.	EXTREME	_	_	_	ANTONYM	_	ABUSE
You are lazy.	We get it, you don't like	We get it, you don't like to break a sweat at work.	_	_	_	_	ANTONYM	_	ABUSE
You are lazy.	We won't be seeing you in	We won't be seeing you in the finals until you start practicing.	_	_	_	_	_	_	ABUSE
You are lazy.	You are a master at	You are a master at avoiding the task in hand.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are lazy.	You are good at	You are good at procrastinating.	_	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are lazy.	You are known as	You are known as a serial procrastinator.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are lazy.	You are not exactly	You are not exactly an active person, are you.	_	_	_	_	ANTONYM	_	ABUSE
You are lazy.	You are particularly talented at	You are particularly talented at getting out of making the tea at break times.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are lazy.	You are particularly talented at	You are particularly talented at pretending to be busy.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are lazy.	You are truly the best at	You are truly the best at doing nothing.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are lazy.	You don't	You don't do very much.	_	_	_	_	ANTONYM	_	OTHER
You are lazy.	You have a great	You have a great ability to waste time.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are lazy.	You have turned ... into an art form.	You have turned procrastination into an art form.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are lazy.	You must be the king of	You must be the king of idleness.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are lazy.	You should	You should think about being more active.	_	_	_	_	ANTONYM	_	OTHER
You are lazy.	Your love of ... is astounding.	Your love of napping on the job is astounding.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are lazy.	Your main hobby must be	Your main hobby must be watching television.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are lecherous.	You are the opposite	You are the opposite of a virgin.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are lecherous.	You have ... desires.	You have offensive sexual desires.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are lecherous.	You seem to have	You seem to have a strong appreciation of the female form.	_	_	_	_	_	UNUSUAL	OTHER
You are lecherous.	You would make	You would make a nun blush.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are lecherous.	Your ... in your nether regions.	Your brain is stuck in your nether regions.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are licentious.	It's generous of you to share ... with ...	It's generous of you to share your body with so many people.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are licentious.	You are	You are sexually unrestrained.	EXTREME	_	_	TABOO	_	UNUSUAL	OTHER
You are licentious.	You are not very	You are not very restrained.	_	_	_	_	_	_	OTHER
You are licentious.	You enjoy sharing your	You enjoy sharing your genitals with everyone you lay your eyes on.	EXTREME	_	OPPOSING_SENTIMENT	TABOO	_	UNUSUAL	ABUSE
You are licentious.	You enjoy sharing your	You enjoy sharing your lack of inhibition.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are licentious.	You have	You have a misguided moral compass.	_	_	_	_	_	UNUSUAL	ABUSE
You are licentious.	You have	You have had a lot of romantic partners.	EXTREME	_	_	TABOO	_	UNUSUAL	OTHER
You are licentious.	Your family must never be worried about ... with you around.	Your family must never be worried about the continuation of the genetic line with you around.	EXTREME	_	_	TABOO	_	_	ABUSE
You are mad.	... is foreign to you.	Reason is foreign to you.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are mad.	I think we need to give you ... from now on.	I think we need to give you anti-psychotics from now on.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are mad.	You are not	You are not afraid to stare at people.	_	_	_	_	_	UNUSUAL	ABUSE
You are mad.	You are not	You are not sane.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are mad.	You have	You have wild and imaginative thoughts.	_	_	_	_	_	UNUSUAL	OTHER
You are mad.	You have lost	You have lost the plot.	_	_	_	_	_	_	ABUSE
You are mad.	You may be missing some	You may be missing some brain cells.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are mad.	You'll do well within the confines	You'll do well within the confines of padded walls.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are mean.	... around you.	You make me not want to be around you.	_	_	_	_	_	UNUSUAL	ABUSE
You are mean.	We get it, you don't like	We get it, you don't like people.	_	_	_	_	_	UNUSUAL	ABUSE
You are mean.	You are not	You are not kind.	_	_	_	_	ANTONYM	_	OTHER
You are mean.	You are not the most	You are not the most delightful person.	_	_	_	_	ANTONYM	_	ABUSE
You are mean.	You are really amazing at	You are really amazing at not being nice.	EXTREME	_	OPPOSING_SENTIMENT	_	ANTONYM	UNUSUAL	ABUSE
You are mean.	You don't exactly bring ... around you.	You don't exactly bring sunshine and flowers around you.	_	_	_	_	_	_	ABUSE
You are nonchalant.	Being ... must be nice.	Being oblivious to the housing crisis must be nice.	EXTREME	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are nonchalant.	If ... you wouldn't care less.	If we got lost you wouldn't care less.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are nonchalant.	It's admirable that you	It's admirable that you seem to care so little about the opinions of others.	EXTREME	_	OPPOSING_SENTIMENT	_	ANTONYM	UNUSUAL	ABUSE
You are nonchalant.	It's great that you are so	It's great that you are so laidback with no care for the paperwork around you.	_	_	OPPOSING_SENTIMENT	_	ANTONYM	UNUSUAL	ABUSE
You are nonchalant.	You are not	You are not interested in anything at all.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are nonchalant.	You are the leader of	You are the leader of independent women who do not worry about responsibilities.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are nonchalant.	You don't	You don't take things seriously.	_	_	_	_	_	UNUSUAL	OTHER
You are nonchalant.	You don't care about	You don't care about appearances at all.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are nonchalant.	You would fit well in	You would fit well in with people who are always late.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are obscene.	You are not	You are not behaving in an appropriate manner.	_	_	_	_	_	_	OTHER
You are obscene.	You are not very	You are not very decent.	_	_	_	_	ANTONYM	_	ABUSE
You are obscene.	You are very	You are very daring.	_	_	_	_	_	_	OTHER
You are obscene.	You have a way of	You have a way of blurring the lines of standards of decency.	_	_	_	_	_	_	ABUSE
You are obscene.	You seem to have	You seem to have skipped the social niceties classes.	_	_	_	_	_	UNUSUAL	ABUSE
You are officious.	It is amazing on how much you	It is amazing on how much you think you can help in others difficulties.	_	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are officious.	You are	You are assertive with your authority.	_	_	_	_	_	UNUSUAL	OTHER
You are officious.	You are	You are stern.	_	_	_	_	_	UNUSUAL	OTHER
You are officious.	You are extremely enthusiastic about offering	You are extremely enthusiastic about offering your points of view.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are officious.	You are very	You are very serious.	_	_	_	_	_	_	OTHER
You are officious.	You like to	You like to take over.	_	_	_	_	_	_	OTHER
You are officious.	You should	You should help less.	_	_	_	_	_	UNUSUAL	OTHER
You are officious.	You've redefined the term ... for me.	You've redefined the term micro management for me.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are opportunistic.	It's amazing how you are always so quick to	It's amazing how you are always so quick to take advantage.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are opportunistic.	You are very good at taking	You are very good at taking advantage of opportunities at all costs.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are opportunistic.	You are very good at taking	You are very good at taking the advantage.	_	_	OPPOSING_SENTIMENT	_	_	_	ABUSE
You are opportunistic.	You are very happy to	You are very happy to let me do all the work and let you get your credit.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are opportunistic.	You don't	You don't make informed decisions.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
You are opportunistic.	You take	You take advantage of people's goodwill.	_	_	_	_	_	_	ABUSE
You are paranoid.	I ... you.	I feel like you have someone watching you.	_	_	_	_	_	UNUSUAL	OTHER
You are paranoid.	I ... you.	I love the fact that you are so concerned about others taking advantage of you.	_	_	_	_	_	UNUSUAL	OTHER
You are paranoid.	I love the way your	I love the way your delusions dictate your behaviour.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are paranoid.	You are	You are mistrustful.	_	_	_	_	_	_	OTHER
You are paranoid.	You are not	You are not one for taking things at face value.	_	_	_	_	_	_	OTHER
You are paranoid.	You are scared of	You are scared of anything and everything.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are pathetic.	I see no ... in you.	I see no value in you.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are pathetic.	You are not even	You are not even worth my breath.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are pathetic.	You are not what	You are not what your mother expected you to be.	_	_	_	_	_	UNUSUAL	ABUSE
You are pathetic.	You believe	You believe that you excel at everything, but you do not.	_	_	_	_	_	UNUSUAL	ABUSE
You are pathetic.	You don't	You don't inspire me to even give you time.	_	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are pathetic.	You draw a sense ... from me.	You draw a sense of pity from me.	_	_	_	_	_	UNUSUAL	ABUSE
You are pathetic.	You have a real talent for	You have a real talent for making limp lettuce seem dynamic.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are pathetic.	You leave no ... at all.	You leave no impression at all.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are pathetic.	You make	You make others feel pity for you.	_	_	_	_	_	_	ABUSE
You are perverse.	... must be your middle name.	Vulgar must be your middle name.	_	_	_	_	_	UNUSUAL	ABUSE
You are perverse.	It's amazing that you find the time to have so many	It's amazing that you find the time to have so many inappropriate ideas.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are perverse.	You are not	You are not being very reasonable.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
You are perverse.	You have	You have some odd ideas of fun.	_	_	_	_	_	UNUSUAL	OTHER
You are perverse.	Your ... of what is ... is a talent.	Your ignorance of what is reasonable behavior is a talent.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are perverse.	Your sexual preferences are	Your sexual preferences are an acquired taste.	EXTREME	_	OPPOSING_SENTIMENT	TABOO	_	UNUSUAL	ABUSE
You are petulant.	... with you is excellent ... practice.	Dealing with you is excellent parenting practice.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are petulant.	I'll be so proud of you when you finally	I'll be so proud of you when you finally grow up.	_	_	_	_	_	UNUSUAL	ABUSE
You are petulant.	Someone woke up	Someone woke up on the wrong side of the bed.	_	LEXICALIZATION	_	_	_	UNUSUAL	ABUSE
You are petulant.	You act	You act very emotionally and come across as moody.	_	_	_	_	_	UNUSUAL	OTHER
You are petulant.	You and your	You and your adolescent qualities.	_	_	_	_	_	UNUSUAL	ABUSE
You are petulant.	You are	You are a bit touchy.	_	_	_	_	_	_	OTHER
You are petulant.	You are	You are rather self assured and particular.	_	_	_	_	_	UNUSUAL	OTHER
You are petulant.	You are not very	You are not very easy going.	_	_	_	_	ANTONYM	_	OTHER
You are petulant.	You do not	You do not control your temper well.	_	_	_	_	_	_	OTHER
You are petulant.	You really ..., regardless ...	You really speak your mind, regardless if you make the person cry.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are petulant.	Your imitation of ... is quite accurate.	Your imitation of a small child is quite accurate.	EXTREME	_	_	_	_	_	ABUSE
You are pompous.	How wonderful that you are always	How wonderful that you are always able to put your self first.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are pompous.	It is very brave how you	It is very brave how you pay no mind to the comfort of others when expressing your thoughts.	_	_	OPPOSING_SENTIMENT	_	ANTONYM	_	ABUSE
You are pompous.	You are not	You are not the least bit self-conscious.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are pompous.	You think you are	You think you are above everyone else.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are prissy.	You are	You are overly precise and exacting.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are prissy.	You are	You are too fussy about keeping up appearances.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are prissy.	You are great at	You are great at making sure everything is perfect.	_	_	_	_	_	_	ABUSE
You are prissy.	You are very	You are very demanding.	_	_	_	_	_	_	OTHER
You are prissy.	You don't	You don't like to get your hair wet do you.	_	_	_	_	_	_	OTHER
You are prissy.	You take	You take the joy out of everything.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
